Batch size: 64, Epochs: 20, Learning Rate: 0.0005
Epoch 1/20 | Loss: 0.5755 | Accuracy: 63.10%
Epoch 2/20 | Loss: 0.4113 | Accuracy: 60.59%
Epoch 3/20 | Loss: 0.3050 | Accuracy: 72.44%
Epoch 4/20 | Loss: 0.1862 | Accuracy: 72.32%
Epoch 5/20 | Loss: 0.1479 | Accuracy: 66.17%
Epoch 6/20 | Loss: 0.1068 | Accuracy: 74.15%
Epoch 7/20 | Loss: 0.0646 | Accuracy: 71.98%
Epoch 8/20 | Loss: 0.0767 | Accuracy: 72.78%
Epoch 9/20 | Loss: 0.0419 | Accuracy: 74.83%
Epoch 10/20 | Loss: 0.0429 | Accuracy: 73.80%
Epoch 11/20 | Loss: 0.0403 | Accuracy: 76.20%
Epoch 12/20 | Loss: 0.0294 | Accuracy: 74.03%
Epoch 13/20 | Loss: 0.0237 | Accuracy: 73.35%
Epoch 14/20 | Loss: 0.0146 | Accuracy: 75.40%
Epoch 15/20 | Loss: 0.0122 | Accuracy: 71.87%
Epoch 16/20 | Loss: 0.0157 | Accuracy: 74.94%
Epoch 17/20 | Loss: 0.0103 | Accuracy: 77.11%
Epoch 18/20 | Loss: 0.0061 | Accuracy: 75.17%
Epoch 19/20 | Loss: 0.0028 | Accuracy: 75.97%
Epoch 20/20 | Loss: 0.0061 | Accuracy: 73.80%
